staff_member,appt_date,appt_time,slot,units_sched_10min_per_unit,client_id,patient_id,staff_requested,reason_desc,breedname
11,6/4/2022,12:50:00,77,2,9756,538,,Sick,"Retriever, Labrador"
11,6/4/2022,13:10:00,79,2,2976,16539,,Sick,Domestic Shorthair
11,6/4/2022,13:30:00,81,1,L7071,L7071-1,,Emergency,Domestic Shorthair
16,6/6/2022,7:30:00,45,1,14968,10184,,Surgery,"Wolfhound, Irish"
19,6/6/2022,7:40:00,46,1,4121,25719,,Sick,"Bulldog, English"
19,6/6/2022,8:30:00,51,1,5418,5418-1,19,Euthanasia,Domestic Shorthair
19,6/6/2022,8:40:00,52,1,7066,11011,,Preventative Care Exam,"Bulldog, French"
19,6/6/2022,8:50:00,53,2,11219,28602,,New Pet,Mixed
19,6/6/2022,9:10:00,55,3,17873,25093,,Sick,"Water Dog, Spanish"
LTK,6/6/2022,9:30:00,57,1,22192,27302,tk,Lab Work,Domestic Shorthair
19,6/6/2022,9:40:00,58,2,8195,13116,,Recheck,LABRADOR RETRIEVER
TK,6/6/2022,9:40:00,58,1,9937,22194,,Technician Appointment,GERMAN SHEPHERD
M22,6/6/2022,9:50:00,59,2,8877,14409,,Recheck,Shih Tzu
11,6/6/2022,10:00:00,60,2,2820,4469,,Senior Exam,Boxer
19,6/6/2022,10:00:00,60,3,7245,11327,,Recheck,GERMAN SHEPHERD
TK,6/6/2022,10:00:00,60,1,450,723,,Technician Appointment,YORKSHIRE TERRIER
M22,6/6/2022,10:10:00,61,2,L4729,23745,,Preventative Care Exam,Maltese Mix
11,6/6/2022,10:20:00,62,1,14638,22053,,Suture Removal,Maltese
11,6/6/2022,10:30:00,63,1,13744,13744-1,,Sick,Cockapoo
19,6/6/2022,10:30:00,63,2,12511,23337,,Preventative Care Exam,CAVALIER KING CHARLES SPANIEL
M22,6/6/2022,10:30:00,63,3,L1913,L5303,,Preventative Care Exam,Domestic Shorthair
TK,6/6/2022,10:30:00,63,1,5465,27959,,Technician Appointment,"Shepherd, Australian"
11,6/6/2022,10:40:00,64,2,19511,28403,,New Pet,Domestic Shorthair
19,6/6/2022,10:50:00,65,2,10450,28657,19,New Pet,CAVALIER KING CHARLES SPANIEL
TK,6/6/2022,10:50:00,65,1,13658,23120,,Technician Appointment,Shih Tzu Mix
11,6/6/2022,11:00:00,66,2,59,22875,11,Sick,Lhasa Apso Mix
LTK,6/6/2022,11:00:00,66,1,14291,28042,,Technician Appointment,LABRADOR RETRIEVER
19,6/6/2022,11:10:00,67,2,7209,15431,,Recheck,Bernadoodle- Bernese and Poodl
11,6/6/2022,11:20:00,68,2,873,1848,,Sick,Pitbull
16,6/6/2022,11:20:00,68,2,21546,5365,,Emergency,Beagle Mix
19,6/6/2022,11:30:00,69,2,22602,28292,,Preventative Care Exam,"Retriever, Chesapeake Bay"
M22,6/6/2022,11:30:00,69,3,L3170,22801,,Preventative Care Exam,"Collie, Border"
11,6/6/2022,11:40:00,70,2,11622,14862,,Preventative Care Exam,"Retriever, Golden"
16,6/6/2022,11:40:00,70,2,14341,24521,,Sick,Ragdoll
19,6/6/2022,11:50:00,71,3,1978,3148,,Sick,Retriever
11,6/6/2022,12:00:00,72,2,8743,14192,,Preventative Care Exam,FRENCH BULLDOG
16,6/6/2022,12:00:00,72,2,22570,28178,,Sick,Aussiedoodle
M22,6/6/2022,12:00:00,72,3,21198,25361,,Sick,GOLDEN RETRIEVER
11,6/6/2022,12:20:00,74,2,L1019,L1755,,Recheck,COCKER SPANIEL
19,6/6/2022,12:20:00,74,2,21978,26701,19,Senior Exam,"Terrier, Jack Russell Mix"
11,6/6/2022,12:40:00,76,2,17181,3509,,Senior Exam,BASSET HOUND
16,6/6/2022,12:40:00,76,2,9603,21448,,Sick,Siberian
16,6/6/2022,13:00:00,78,2,19337,24590,,Sick,BORDER COLLIE
M22,6/6/2022,13:00:00,78,3,22581,28225,,Preventative Care Exam,"Retriever, Labrador"
16,6/6/2022,13:20:00,80,2,13739,23195,,Sick,Hound Mix
11,6/6/2022,13:30:00,81,2,8604,13939,,Euthanasia,DSH
M22,6/6/2022,13:30:00,81,3,15448,24090,,Sick,CAIRN TERRIER
16,6/6/2022,13:40:00,82,2,11056,18673,,Preventative Care Exam,LABRADOR RETRIEVER
11,6/6/2022,13:50:00,83,1,8408,24071,,Sick,LABRADOR RETRIEVER
TK,6/6/2022,13:50:00,83,1,4226,6659,,Technician Appointment,Domestic Shorthair
16,6/6/2022,14:00:00,84,2,5660,8675,,Sick,Shih Tzu Mix
19,6/6/2022,14:00:00,84,3,5610,21517,,Sick,Dachshund
M22,6/6/2022,14:00:00,84,3,L5074,28605,,New Pet,Bernadoodle- Bernese and Poodl
TK,6/6/2022,14:00:00,84,1,1835,2958,,Technician Appointment,"Griffon, Brussels"
11,6/6/2022,14:20:00,86,2,11412,19319,,Sick,"Goldendoodle, mini"
16,6/6/2022,14:20:00,86,2,20070,20070-2,,Recheck,Domestic Shorthair
19,6/6/2022,14:30:00,87,2,22613,28320,,Preventative Care Exam,"Collie, Border Mix"
M22,6/6/2022,14:30:00,87,3,5472,8240,,Sick,Retriever Mixed
11,6/6/2022,14:40:00,88,2,22608,28303,,Preventative Care Exam,SHETLAND SHEEPDOG
16,6/6/2022,14:40:00,88,2,7797,12335,,Sick,Bichon Frise
19,6/6/2022,14:50:00,89,3,5940,9094,,Sick,Retriever Mixed
TK,6/6/2022,14:50:00,89,1,21663,21663-1,,TNT,Chihuahua Mix
11,6/6/2022,15:00:00,90,2,6917,10730,,Preventative Care Exam,Labradoodle
M22,6/6/2022,15:00:00,90,3,1988,28400,,Sick,Domestic Shorthair
TK,6/6/2022,15:00:00,90,1,5551,5551-2,,TNT,"Poodle, Miniature"
11,6/6/2022,15:20:00,92,2,14259,23477,,Sick,Mini Labradoodle
19,6/6/2022,15:20:00,92,2,21662,23428,,Sick,Domestic Shorthair
M22,6/6/2022,15:30:00,93,3,2876,25877,,Sick,Pitbull Mix
11,6/6/2022,15:40:00,94,2,22600,28286,,Recheck,"Setter, English"
19,6/6/2022,15:40:00,94,2,8353,13415,,Sick,Terrier Mix
TK,6/6/2022,15:50:00,95,1,6394,9688,,TNT,"Shepherd, German"
11,6/6/2022,16:00:00,96,2,15936,24513,,Senior Exam,Domestic Shorthair
16,6/6/2022,16:00:00,96,2,11231,20772,,Sick,Domestic Longhair
19,6/6/2022,16:00:00,96,2,9682,25526,,Recheck,Domestic Shorthair
M22,6/6/2022,16:00:00,96,3,22688,28517,,New Client,Domestic Shorthair
11,6/6/2022,16:20:00,98,2,19026,25451,,Sick,YORKSHIRE TERRIER
16,6/6/2022,16:20:00,98,2,8526,28202,,Preventative Care Exam,Pitbull Mix
TK,6/6/2022,16:30:00,99,1,9312,9312-1,,Technician Appointment,Birman
11,6/6/2022,16:40:00,100,2,16991,23650,,Sick,Pitbull
16,6/6/2022,16:40:00,100,2,11291,19136,,Preventative Care Exam,LABRADOR RETRIEVER
TK,6/6/2022,16:40:00,100,1,9225,27631,,TNT,GERMAN SHEPHERD
11,6/6/2022,17:00:00,102,2,7311,23591,,Preventative Care Exam,Great Dane
16,6/6/2022,17:00:00,102,2,11291,19326,,Senior Exam,LABRADOR RETRIEVER
TK,6/6/2022,17:10:00,103,1,19904,25730,,TNT,Ragdoll
11,6/6/2022,17:20:00,104,2,10721,18024,,Sick,Retriever
16,6/6/2022,17:20:00,104,2,2140,3625,,TNT,Weimaraner Mix
TK,6/6/2022,17:20:00,104,1,19904,25729,,TNT,Ragdoll
11,6/6/2022,17:40:00,106,2,771,1205,,Preventative Care Exam,"Cattle Dog, Australian Mix"
16,6/6/2022,17:40:00,106,2,18511,18511-1,,Emergency,Labradoodle
TK,6/6/2022,17:40:00,106,1,7690,12157,,Technician Appointment,"Dachshund, Miniature"
11,6/6/2022,18:00:00,108,2,2349,13748,,Preventative Care Exam,"Tervuren, Belgian"
16,6/6/2022,18:00:00,108,2,6568,10035,,Sick,"Bulldog, English"
TK,6/6/2022,18:00:00,108,1,18791,26986,,TNT,"Spaniel, Cavalier King Charles"
TK,6/6/2022,18:20:00,110,1,21233,26222,,TNT,LABRADOR RETRIEVER
16,6/6/2022,18:40:00,112,2,22652,28408,,New Client,BASSET HOUND
TK,6/6/2022,18:40:00,112,1,15809,9873,,TNT,MINIATURE PINSCHER
16,6/6/2022,19:00:00,114,2,8864,14385,16,Quality of Life,Boxer Mix
TK,6/6/2022,19:10:00,115,1,21295,26242,,TNT,Pomeranian
6,6/7/2022,7:30:00,45,1,1988,28400,,Radiology,Domestic Shorthair
TK,6/7/2022,8:00:00,48,1,844,1345,,0,Domestic Shorthair
19,6/7/2022,8:30:00,51,2,14976,23863,,Preventative Care Exam,Goldendoodle
L16,6/7/2022,8:30:00,51,2,L6153,23618,,Technician Appointment,Cavapoo
TK,6/7/2022,8:30:00,51,1,2625,4160,,Lab Work,Boxer
19,6/7/2022,8:50:00,53,2,22679,28498,,New Client,"Poodle, Miniature"
L16,6/7/2022,8:50:00,53,2,22694,28533,,New Client,"Goldendoodle, mini"
TK,6/7/2022,9:00:00,54,1,2526,4006,,Technician Appointment,Domestic Shorthair
19,6/7/2022,9:10:00,55,2,22120,28404,,New Pet,AMERICAN ESKIMO DOG
L16,6/7/2022,9:10:00,55,2,10671,17914,,Preventative Care Exam,Bernadoodle- Bernese and Poodl
19,6/7/2022,9:30:00,57,3,20260,20260-1,,Sick,"Terrier, Yorkshire"
L16,6/7/2022,9:30:00,57,2,L7812,L7300,,Sick,Boxer
TK,6/7/2022,9:30:00,57,1,4623,7244,,TNT,Domestic Shorthair
TK,6/7/2022,9:40:00,58,1,4623,7462,,TNT,"Retriever, Golden"
L16,6/7/2022,9:50:00,59,2,22260,28586,,New Pet,Domestic Shorthair
19,6/7/2022,10:00:00,60,3,11115,18794,,Sick,PUG
6,6/7/2022,10:00:00,60,2,22408,27774,,Preventative Care Exam,LABRADOR RETRIEVER
L16,6/7/2022,10:10:00,61,2,22260,28587,,New Pet,Domestic Mediumhair
6,6/7/2022,10:20:00,62,2,1511,2459,6,Exam,Domestic Shorthair
TK,6/7/2022,10:20:00,62,1,8755,14215,,Technician Appointment,Labradoodle
19,6/7/2022,10:30:00,63,2,13805,13805-1,,Sick,Domestic Shorthair
L16,6/7/2022,10:30:00,63,2,21935,27188,,Sick,"Dachshund, Wirehaired"
M11,6/7/2022,10:30:00,63,2,22315,27578,,New Pet,Mixed
6,6/7/2022,10:40:00,64,1,21269,3928,,Recheck,Beagle
19,6/7/2022,10:50:00,65,1,13805,7917,,Sick,Domestic Shorthair
6,6/7/2022,10:50:00,65,2,21285,21285-1,,Sick,Domestic Shorthair
M11,6/7/2022,10:50:00,65,2,5576,8574,,Preventative Care Exam,Pitbull Mix
TK,6/7/2022,10:50:00,65,1,12450,27895,,Technician Appointment,Ragdoll
6,6/7/2022,11:10:00,67,1,9873,18394,,Not Wellness,Domestic Shorthair
L16,6/7/2022,11:10:00,67,2,21546,21546-1,,Sick,"Pug, Chinese Mixed"
M11,6/7/2022,11:10:00,67,2,5576,20095,,Preventative Care Exam,Pitbull Mix
19,6/7/2022,11:20:00,68,3,15374,28623,,New Pet,Domestic Shorthair
6,6/7/2022,11:20:00,68,2,9873,18811,,Not Wellness,Domestic Shorthair
L16,6/7/2022,11:30:00,69,2,L6682,26240,,Sick,Domestic Shorthair
M11,6/7/2022,11:30:00,69,2,13715,23181,,Recheck,COCK-APOO
6,6/7/2022,11:40:00,70,2,14563,14563-2,,Sick,"Sheepdog, Old English"
19,6/7/2022,11:50:00,71,2,15374,28622,,New Pet,Domestic Shorthair
L16,6/7/2022,11:50:00,71,1,4949,L7679,,Technician Appointment,Pitbull Mix
M11,6/7/2022,11:50:00,71,2,22705,28578,,New Client,Domestic Longhair
6,6/7/2022,12:00:00,72,2,10964,18490,,Preventative Care Exam,GOLDEN RETRIEVER
19,6/7/2022,12:10:00,73,2,4617,10727,,Euthanasia,Other Guinea Pig
M11,6/7/2022,12:10:00,73,2,13118,22454,,Sick,Newfoundland
6,6/7/2022,12:20:00,74,2,19507,25620,,Recheck,Shiba Inu Mix
M11,6/7/2022,12:30:00,75,2,2275,24333,,Recheck,Domestic Mediumhair
6,6/7/2022,12:40:00,76,1,2266,3586,,Suture Removal,Pitbull
6,6/7/2022,12:50:00,77,2,11449,7026,,Preventative Care Exam,Puggle
M11,6/7/2022,12:50:00,77,2,14587,23690,,Preventative Care Exam,"Corgi, Welsh Mix"
6,6/7/2022,13:10:00,79,3,5064,7869,6,Not Wellness,Chihuahua Mix
M11,6/7/2022,13:10:00,79,2,3967,28675,,Euthanasia,Domestic Shorthair
TK,6/7/2022,13:20:00,80,1,16378,4705,,Technician Appointment,YORKSHIRE TERRIER
19,6/7/2022,13:30:00,81,2,22672,28479,,New Client,Pomeranian
L16,6/7/2022,13:30:00,81,2,21776,26388,,EXAM WITH VACCINES,"Collie, Border Mix"
6,6/7/2022,13:40:00,82,2,4512,4512-1,,Senior Exam,Shih Tzu
19,6/7/2022,13:50:00,83,3,18852,18852-2,,Recheck,Pomeranian Mix
L16,6/7/2022,13:50:00,83,2,L7561,28677,,Euthanasia,DSH
L16,6/7/2022,14:10:00,85,2,10497,17561,,Euthanasia,Great Dane
19,6/7/2022,14:20:00,86,2,9203,15058,,Preventative Care Exam,Mini Aussie-doodle
L16,6/7/2022,14:30:00,87,2,5405,L5417,,Sick,Domestic Shorthair
M11,6/7/2022,14:30:00,87,2,2285,2232,,Sick,"Chihuahua, Smooth-coated"
19,6/7/2022,14:40:00,88,3,17814,18468,,Sick,"Goldendoodle, mini"
L16,6/7/2022,14:50:00,89,2,9513,15652,,Exotic Exam,Lop
M11,6/7/2022,14:50:00,89,2,2541,25346,,Sick,Goldendoodle
6,6/7/2022,15:00:00,90,2,14728,23784,,Preventative Care Exam,Shiba Inu Mix
19,6/7/2022,15:10:00,91,2,20438,20438-1,,Senior Exam,"Terrier, Yorkshire"
L16,6/7/2022,15:10:00,91,2,2879,L3427,,Sick,Canaan Dog
6,6/7/2022,15:20:00,92,2,1724,2788,,Sick,Domestic Shorthair
M11,6/7/2022,15:20:00,92,1,20252,25864,,TNT,"Shepherd, German Mix"
TK,6/7/2022,15:20:00,92,1,16378,4705,,Technician Appointment,YORKSHIRE TERRIER
19,6/7/2022,15:30:00,93,3,21185,13362,,Recheck,Domestic Shorthair
L16,6/7/2022,15:30:00,93,2,13968,28570,,New Pet,Domestic Shorthair
6,6/7/2022,15:40:00,94,3,1789,9719,,Travel Health Certificate,"Red Heeler, Australian"
M11,6/7/2022,15:40:00,94,2,21845,26450,,Sick,"Aussiedoodle, Mini"
TK,6/7/2022,15:50:00,95,1,18093,25186,,Technician Appointment,Pitbull
19,6/7/2022,16:00:00,96,2,22675,28489,,New Client,Domestic Shorthair
TK,6/7/2022,16:00:00,96,1,9504,15626,,Technician Appointment,Coton de Tulear
6,6/7/2022,16:10:00,97,3,1789,2889,,Travel Health Certificate,"Blue Heeler, Australian Mix"
L16,6/7/2022,16:10:00,97,1,10926,18425,tk,TNT,DSH
TK,6/7/2022,16:10:00,97,1,6916,23701,,Technician Appointment,Chihuahua Mix
19,6/7/2022,16:20:00,98,2,20440,20440-1,,Sick,"Terrier, Yorkshire"
L16,6/7/2022,16:20:00,98,1,22346,27627,,Technician Appointment,BERNESE MOUNTAIN DOG
M11,6/7/2022,16:20:00,98,2,21736,26378,,Sick,"Dachshund, Longhaired"
L16,6/7/2022,16:30:00,99,1,8869,14390,,Technician Appointment,Domestic Shorthair
19,6/7/2022,16:40:00,100,1,1122,9111,,Sick,"Retriever, Labrador"
6,6/7/2022,16:40:00,100,2,22601,28287,,Preventative Care Exam,Bernadoodle- Bernese and Poodl
L16,6/7/2022,16:40:00,100,2,L4594,L2721,,Sick,Domestic Shorthair
M11,6/7/2022,16:40:00,100,1,22112,27102,,Technician Appointment,DLH
19,6/7/2022,16:50:00,101,1,10450,21461,,Sick,CAVALIER KING CHARLES SPANIEL
M11,6/7/2022,16:50:00,101,2,22351,27642,,Preventative Care Exam,"Terrier, Soft-Coated Wheaten"
6,6/7/2022,17:00:00,102,2,3389,5428,,Preventative Care Exam,Domestic Shorthair
L16,6/7/2022,17:00:00,102,2,L1734,18870,,Preventative Care Exam,Poodle Mix
6,6/7/2022,17:20:00,104,2,15753,28046,,New Pet,Siamese
L16,6/7/2022,17:20:00,104,2,11303,19146,,Preventative Care Exam,Pitbull Mix
M11,6/7/2022,17:20:00,104,2,5811,8905,,Preventative Care Exam,"Corgi, Pembroke Welsh"
TK,6/7/2022,17:20:00,104,1,22274,27483,,Technician Appointment,BORDER COLLIE
6,6/7/2022,17:50:00,107,2,L6910,L5469,,Sick,Pomeranian
TK,6/7/2022,18:00:00,108,1,12299,20756,,Technician Appointment,"Pointer, German Shorthaired"
6,6/7/2022,18:10:00,109,2,12702,21620,,EXAM WITH VACCINES,GOLDEN RETRIEVER
TK,6/7/2022,18:10:00,109,1,21662,23428,,0,Domestic Shorthair
6,6/7/2022,18:30:00,111,2,12918,21942,,Euthanasia,"Bulldog, English"
TK,6/7/2022,18:40:00,112,1,80,1616,,Technician Appointment,MINIATURE SCHNAUZER
6,6/7/2022,18:50:00,113,2,18733,17745,,Preventative Care Exam,GERMAN SHEPHERD
6,6/7/2022,19:10:00,115,2,20697,20697-1,,Sick,"Terrier, Yorkshire"
TK,6/7/2022,19:20:00,116,1,11736,19895,,Technician Appointment,Domestic Shorthair
19,6/8/2022,7:30:00,45,1,4361,4361-2,,Lab Work,"Terrier, West Highland White"
6,6/8/2022,7:30:00,45,1,1620,2637,,Dental,BOSTON TERRIER
6,6/8/2022,7:30:00,45,1,1620,2637,,Dental,BOSTON TERRIER
6,6/8/2022,7:40:00,46,1,21681,27373,,Surgery,BORDER COLLIE
6,6/8/2022,7:40:00,46,1,16130,1180,,Dental,Maltese Mix
6,6/8/2022,7:40:00,46,1,2455,3887,,Ultrasound,Domestic Shorthair
6,6/8/2022,7:50:00,47,1,3466,5651,,Drop off - Admit,Domestic Mediumhair
6,6/8/2022,7:50:00,47,1,22373,27689,,Surgery,"Goldendoodle, mini"
6,6/8/2022,8:00:00,48,1,14341,27944,,Surgery,Ragdoll
6,6/8/2022,8:10:00,49,1,14341,27940,,Surgery,Ragdoll
6,6/8/2022,8:20:00,50,1,14341,27948,,Surgery,Ragdoll
19,6/8/2022,8:30:00,51,2,17168,16901,,Preventative Care Exam,Cane Corso
6,6/8/2022,8:30:00,51,2,10050,27956,,Preventative Care Exam,Domestic Shorthair
6,6/8/2022,8:30:00,51,1,14341,27943,,Short Procedure,Ragdoll
6,6/8/2022,8:40:00,52,1,14341,27935,,Short Procedure,Ragdoll
19,6/8/2022,8:50:00,53,2,17168,17102,,Preventative Care Exam,Cane Corso
6,6/8/2022,8:50:00,53,2,12450,21062,,Preventative Care Exam,"Retriever, Golden Mix"
TK,6/8/2022,9:00:00,54,3,9928,16411,,Laser,"Pointer, GermanShorthaired Mix"
19,6/8/2022,9:10:00,55,2,7245,11327,,Euthanasia,GERMAN SHEPHERD
6,6/8/2022,9:10:00,55,2,L1312,L1312-9,,Sick,Domestic Shorthair
19,6/8/2022,9:30:00,57,2,14271,23483,,Preventative Care Exam,"Terrier, Yorkshire Mix"
6,6/8/2022,9:30:00,57,2,3546,28438,,New Pet,"Pinscher, Miniature"
19,6/8/2022,9:50:00,59,2,14271,23484,,Preventative Care Exam,"Terrier, Yorkshire Mix"
6,6/8/2022,9:50:00,59,2,1887,22954,,Sick,LABRADOR RETRIEVER
19,6/8/2022,10:10:00,61,2,8518,28668,,Sick,Domestic Shorthair
6,6/8/2022,10:10:00,61,2,15630,14269,,Sick,Terrier Mix
TK,6/8/2022,10:10:00,61,1,9786,16145,12,Lab Work,Domestic Shorthair
19,6/8/2022,10:30:00,63,2,6313,9567,,Senior Exam,Terrier Mix
6,6/8/2022,10:30:00,63,2,12804,21732,,Sick,Goldendoodle
19,6/8/2022,10:50:00,65,2,14461,23640,,Preventative Care Exam,Cavapoo
19,6/8/2022,11:10:00,67,2,6938,10770,,Sick,YORKSHIRE TERRIER
19,6/8/2022,11:30:00,69,3,14851,23835,,Sick,BOSTON TERRIER
11,6/8/2022,11:40:00,70,2,11373,19267,,Preventative Care Exam,"Retriever, Labrador Mix"
11,6/8/2022,12:00:00,72,2,20316,20316-1,,Senior Exam,"Retriever, Golden"
11,6/8/2022,12:20:00,74,2,570,6857,,Recheck,Domestic Shorthair
11,6/8/2022,12:40:00,76,2,182,1068,,Preventative Care Exam,Retriever
11,6/8/2022,13:00:00,78,2,19546,25631,,Sick,Akita
19,6/8/2022,13:00:00,78,3,12315,21042,,Sick,Shih Tzu
L16,6/8/2022,13:10:00,79,2,22693,28528,,New Client,Cavapoo
11,6/8/2022,13:20:00,80,2,22615,28324,,Preventative Care Exam,YORKSHIRE TERRIER
19,6/8/2022,13:30:00,81,3,9611,15785,,Sick,Bernadoodle- Bernese and Poodl
L16,6/8/2022,13:30:00,81,2,22317,28355,,Preventative Care Exam,Domestic Longhair
11,6/8/2022,13:40:00,82,2,12408,20986,11,Sick,"Dachshund, Longhaired"
L16,6/8/2022,13:50:00,83,2,22731,28672,,New Client,"Mountain Dog, Bernese Mix"
19,6/8/2022,14:00:00,84,3,11419,28705,,New Pet,DSH
L16,6/8/2022,14:10:00,85,2,6026,28645,,Behavior Consultation,Hound Mix
TK,6/8/2022,14:10:00,85,1,16130,1180,,Technician Appointment,Maltese Mix
TK,6/8/2022,14:40:00,88,1,20252,25864,,TNT,"Shepherd, German Mix"
L16,6/8/2022,14:50:00,89,2,8479,16217,,Sick,Domestic Shorthair
11,6/8/2022,15:00:00,90,2,11378,20163,,Sick,LABRADOR RETRIEVER
19,6/8/2022,15:00:00,90,1,14968,10184,,Recheck,"Wolfhound, Irish"
19,6/8/2022,15:10:00,91,3,22728,28667,,Sick,Husky Mix
L16,6/8/2022,15:10:00,91,2,10771,28530,,Recheck,BERNESE MOUNTAIN DOG
11,6/8/2022,15:20:00,92,2,4003,6303,,Sick,"Terrier, Yorkshire"
TK,6/8/2022,15:20:00,92,1,4003,7165,,Technician Appointment,YORKSHIRE TERRIER
L16,6/8/2022,15:30:00,93,2,14962,7536,,Preventative Care Exam,Retriever Mixed
11,6/8/2022,15:40:00,94,2,13881,28671,,New Client,Pitbull
19,6/8/2022,15:40:00,94,2,6923,28689,,New Pet,Domestic Longhair
TK,6/8/2022,15:40:00,94,1,9782,16133,,Lab Work,Retriever Mixed
L16,6/8/2022,15:50:00,95,1,22405,27771,,Lab Work,Domestic Shorthair
L16,6/8/2022,16:00:00,96,2,L7921,26705,,Preventative Care Exam,Rottweiler Mix
TK,6/8/2022,16:00:00,96,1,17071,22396,,TNT,Terrier Mix
TK,6/8/2022,16:10:00,97,3,11231,20772,,Consultation,Domestic Longhair
11,6/8/2022,16:20:00,98,2,3383,27316,,Sick,Goldendoodle
L16,6/8/2022,16:20:00,98,2,4514,28293,,Preventative Care Exam,Pomeranian
11,6/8/2022,16:40:00,100,2,1749,28725,,New Pet,Pomski
TK,6/8/2022,16:40:00,100,1,8632,14003,,TNT,LABRADOR RETRIEVER
11,6/8/2022,17:00:00,102,2,15674,6167,,Preventative Care Exam,Lhasa Apso Mix
L16,6/8/2022,17:00:00,102,2,12684,21578,,Preventative Care Exam,Domestic Mediumhair
TK,6/8/2022,17:10:00,103,1,10485,17538,,Technician Appointment,FRENCH BULLDOG
11,6/8/2022,17:20:00,104,2,15674,12647,,Preventative Care Exam,Terrier Mix
L16,6/8/2022,17:20:00,104,2,12684,25319,,Preventative Care Exam,Domestic Shorthair
TK,6/8/2022,17:20:00,104,1,22453,27897,,Technician Appointment,"Sheepdog, Shetland"
11,6/8/2022,17:40:00,106,2,18176,18176-1,,Senior Exam,"Retriever, Golden Mix"
L16,6/8/2022,17:40:00,106,2,22671,28476,,New Client,Domestic Shorthair
11,6/8/2022,18:00:00,108,2,9394,28723,,Sick,Domestic Shorthair
L16,6/8/2022,18:00:00,108,2,7187,11249,,Preventative Care Exam,Cavapoo
11,6/8/2022,18:20:00,110,2,L2939,L2939-5,11,Euthanasia,JACK RUSSELL TERRIER
L16,6/8/2022,18:20:00,110,2,L2479,L3644,,Sick,Boxer Mix
TK,6/8/2022,18:20:00,110,1,4048,6976,,TNT,Chihuahua Mix
11,6/8/2022,18:40:00,112,2,18048,28497,,New Pet,YORKSHIRE TERRIER
11,6/8/2022,19:00:00,114,1,L4936,L558,,Quality of Life,Domestic Shorthair
L16,6/8/2022,19:00:00,114,2,4062,L5139-3,,Senior Exam,Goldendoodle
11,6/8/2022,19:10:00,115,1,17531,24958,,Sick,Pitbull Mix
TK,6/8/2022,19:10:00,115,1,2140,21504,,Drop off - Admit,Pitbull
11,6/8/2022,19:20:00,116,2,9923,16406,,Preventative Care Exam,Domestic Shorthair
16,6/9/2022,7:30:00,45,1,22272,27480,,Surgery,"Dachshund, Longhaired"
16,6/9/2022,7:30:00,45,1,22474,27951,,Dental,Domestic Shorthair
19,6/9/2022,7:30:00,45,1,14304,3966,,Recheck,Schnauzer Mix
16,6/9/2022,7:40:00,46,1,570,6857,,Surgery,Domestic Shorthair
16,6/9/2022,7:40:00,46,2,2140,21504,,Dental,Pitbull
16,6/9/2022,8:00:00,48,1,22474,27951,,Surgery,Domestic Shorthair
16,6/9/2022,8:10:00,49,2,2140,21504,,Dental,Pitbull
16,6/9/2022,8:30:00,51,1,21546,21546-1,,Sick,"Pug, Chinese Mixed"
16,6/9/2022,8:30:00,51,1,19480,21698,,Short Procedure,Crested
6,6/9/2022,8:30:00,51,2,1715,6645,6,Preventative Care Exam,Domestic Shorthair
L11,6/9/2022,8:30:00,51,2,4705,L2536,,Senior Exam,"Chihuahua, Smooth-coated"
16,6/9/2022,8:40:00,52,1,9572,15737,,Preventative Care Exam,Mini Labradoodle
16,6/9/2022,8:50:00,53,4,19480,21698,,Exotic Exam,Crested
6,6/9/2022,8:50:00,53,2,21911,26555,,Sick,Labradoodle
L11,6/9/2022,8:50:00,53,1,4705,L2847,,Senior Exam,"Poodle, Toy"
L11,6/9/2022,9:00:00,54,1,4705,L3600,,Senior Exam,"Poodle, Toy"
TK,6/9/2022,9:00:00,54,1,22248,27425,,Technician Appointment,Maltese Mix
6,6/9/2022,9:10:00,55,2,20803,20803-1,,Not Wellness,"Terrier, Yorkshire"
L11,6/9/2022,9:10:00,55,2,6602,10111,,Preventative Care Exam,"Retriever, Golden"
16,6/9/2022,9:30:00,57,2,4160,28329,,Preventative Care Exam,"Goldendoodle, mini"
6,6/9/2022,9:30:00,57,2,10972,10972-2,,Senior Exam,Bichon Frise
L11,6/9/2022,9:30:00,57,1,8601,13932,,TNT,"Pug, Chinese Mixed"
L11,6/9/2022,9:40:00,58,2,13336,22807,,Sick,CAVALIER KING CHARLES SPANIEL
TK,6/9/2022,9:40:00,58,1,16155,24368,,Technician Appointment,Domestic Shorthair
6,6/9/2022,9:50:00,59,2,12899,21892,,Sick,"Bulldog, English"
L11,6/9/2022,10:00:00,60,2,22703,28574,,New Client,Terrier Mix
16,6/9/2022,10:10:00,61,2,14163,28315,,Preventative Care Exam,"Retriever, Golden"
6,6/9/2022,10:10:00,61,2,11259,21849,,Preventative Care Exam,Domestic Shorthair
TK,6/9/2022,10:10:00,61,1,22119,27123,,Technician Appointment,LABRADOR RETRIEVER
L11,6/9/2022,10:20:00,62,2,1694,L7483,,Sick,Domestic Shorthair
16,6/9/2022,10:30:00,63,2,10172,16885,,Not Wellness,"Terrier, Yorkshire Mix"
6,6/9/2022,10:30:00,63,2,19101,25487,6,Sick,"Goldendoodle, mini"
TK,6/9/2022,10:40:00,64,1,16468,24511,,TNT,Domestic Longhair
